model,file_id,noise_type,level,latency_s,accuracy_pct,hypothesis,reference
base,03,office,level_heavy,1.264,73.1,"Chúng tôi đã review bảo giá của Quý công ty, mức giá hơi tào so với bắt xít bàn đầu. Ninh xách của chúng tôi cho project này là khoảng 200.000 USD. Nếu ký hợp đồng 2 năm, Quý vị có thể opt về giảm giá 10% được hơn. Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các ác sần item vào quốc hợp bên sau không.","Chúng tôi đã review báo giá của quý công ty, mức giá hơi cao so với budget ban đầu. Ngân sách của chúng tôi cho project này là khoảng 200 nghìn đô la Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể offer giảm giá 10% được không? Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các action items vào cuộc họp tuần sau không?"
base,04,office,level_heavy,0.706,96.6,"We would like to discuss the pricing for the next quarter. Our current offer is, let me check, 15% lower than the market average. However, we can only guarantee this rate for orders above. Sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9am? I'll send the revised proposal by email this afternoon.","We would like to discuss the pricing for the next quarter. Our current offer is... let me check... 15% lower than the market average. However, we can only guarantee this rate for orders above... sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9 AM? I'll send the revised proposal by email this afternoon."
base,05,office,level_heavy,0.968,77.3,"Bây giờ, tâm trông hợp đồng đang ghi là 30% trước. 70% sau khi nghiệm thú, chúng tôi muốn điều trình thành 3 đợt thành toán, thấy vì 2 đợt. Về điều khoản phạt vi phạm, mức phạt hiện tại là không phải 5% mỗi ngày chế hạn. Thời hạn hợp đồng là 12 tháng. Có thể ra hạn thêm 6 tháng, tim lý gồ của chúng tôi sẽ xem lại bản dự thảo trước khi khi chính thức.","Payment terms trong hợp đồng đang ghi là 30% trước, 70% sau khi nghiệm thu. Chúng tôi muốn điều chỉnh thành 3 đợt thanh toán thay vì 2 đợt. Về điều khoản phạt vi phạm, mức phạt hiện tại là 0.5% mỗi ngày trễ hạn. Thời hạn hợp đồng là 12 tháng, có thể gia hạn thêm 6 tháng. Team legal của chúng tôi sẽ xem lại bản dự thảo trước khi ký chính thức."
base,06,office,level_heavy,0.664,98.2,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for five years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for 5 years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.
base,07,office,level_heavy,0.94,66.7,"Hệ thống của chúng tôi hiện tại support tích hợp qua API West và Webwork. Thời gian phản hồi chung binh là dưới 200 mA. Dữ liệu được mạ hóa theo chuẩn AES-2506, hi liều chữ và chuyên tài. Hệ thống có khả năng scale để hendot tới 10.000 requests mỗi dây. Chúng tôi cũng cấp tay liệu API đầy đủ và hỗ trợ kỹ thuật 24 phần bày.",Hệ thống của chúng tôi hiện tại support tích hợp qua API REST và webhook. Thời gian phản hồi trung bình là dưới 200 mili giây. Dữ liệu được mã hóa theo chuẩn AES-256 khi lưu trữ và truyền tải. Hệ thống có khả năng scale để handle tới 10 nghìn request mỗi giây. Chúng tôi cung cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24/7.
base,08,office,level_heavy,0.688,90.4,"How does your platform handle data backup and disaster recovery? We perform automatic backups every six hours with a 99.9% uptime guarantee. Is the system compatible with? Um, on premise deployment for sensitive data? Yes, we offer both cloud and on premise deployment options. What is the estimated onboarding time for a new client?","How does your platform handle data backup and disaster recovery? We perform automatic backups every 6 hours with a 99.9% uptime guarantee. Is the system compatible with, um, on-premise deployment for sensitive data? Yes, we offer both cloud and on-premise deployment options. What is the estimated onboarding time for a new client?"
base,09,office,level_heavy,1.381,83.3,"Đơn hàng là này gồm 500 sản phẩm. Cần dau trước này 15 tháng 8, thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp, ah không, nếu là đơn ơ dần, chúng tôi có thể dút ngắn xuống còn 10 ngày với phụ phí 5 phần chăm. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần. Chúng tôi sẽ gửi mã chắc kinh đơn hàng ngày sau khi xuất khó.","Đơn hàng lần này gồm 500 sản phẩm, cần giao trước ngày 15 tháng 8. Thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp... à không, nếu là đơn urgent, chúng tôi có thể rút ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần. Chúng tôi sẽ gửi mã tracking đơn hàng ngay sau khi xuất kho."
base,10,office,level_heavy,0.71,100.0,"We need the shipment to arrive by September 1st. Actually, no, make it September 5th at the latest that timeline is tight. But we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable. Given the urgency of this order, we'll confirm the final delivery date within 24 hours.","We need the shipment to arrive by September 1st... actually, no, make it September 5th at the latest. That timeline is tight, but we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours."
base,01,office,level_light,1.314,82.7,"Xin chào, tôi làm minh, đại diện cho công ty tích việc soluocen, chúng tôi chuyên cùng cấp dài pháp vần mềm cho ngành logistics. Công ty được thành lập 52010. Huyện có hơn 120 nhân viên, doanh thu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiểm đôi tác chiến lược ở khu vực đông Nam Á. Zất mong được hợp tác lâu dài với quý công ty.","Xin chào, tôi là Minh, đại diện cho công ty TechViet Solutions. Chúng tôi chuyên cung cấp giải pháp phần mềm cho ngành logistics. Công ty được thành lập năm 2018, hiện có hơn 120 nhân viên. Doanh thu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiếm đối tác chiến lược ở khu vực Đông Nam Á. Rất mong được hợp tác lâu dài với quý công ty."
base,02,office,level_light,1.095,95.5,"Good morning. My name is Awh Sarah. I represent Aurora Tech Singapore. We provide iPowered supply chain platforms for enterprise clients. We currently serve over 40 clients across six countries in the region. Last quarter, our platform processed. You know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today.","Good morning, my name is... ah, Sarah, I represent Aurora Tech Singapore. We provide AI-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across 6 countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today."
base,03,office,level_light,0.955,71.8,"Chúng tôi đã review bảo giá của Quý Công Tí, mức giá hơi cao so với bát xít bàn đầu. Ngình sách của chúng tôi cho project này là khoảng 200.000 USD. Nếu ký hợp đồng 2 năm, Quý vị có thể opt for giảm giá 10% được hơn. Chúng tôi cũng cần thời gian bảo hành tối thiệu 18 tháng. Vậy chúng ta có thể chốt lại các ác sinh item vào quốc hợp bên sau hơn.","Chúng tôi đã review báo giá của quý công ty, mức giá hơi cao so với budget ban đầu. Ngân sách của chúng tôi cho project này là khoảng 200 nghìn đô la Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể offer giảm giá 10% được không? Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các action items vào cuộc họp tuần sau không?"
base,04,office,level_light,0.711,96.6,"We would like to discuss the pricing for the next quarter. Our current offer is, let me check, 15% lower than the market average. However, we can only guarantee this rate for orders above. Sorry, above 500 units, can we schedule a follow-up meeting next Monday at 9am? I'll send the revised proposal by email this afternoon.","We would like to discuss the pricing for the next quarter. Our current offer is... let me check... 15% lower than the market average. However, we can only guarantee this rate for orders above... sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9 AM? I'll send the revised proposal by email this afternoon."
base,05,office,level_light,1.335,81.3,"Bây giờ, tâm trong hợp đồng đang ghi là 30% trước. 70% sau khi nghiệm thua, chúng tôi muốn điều trình thành 3 đợt thành toán, thay vì 2 đợt. Về điều khoản phạt vi phạm, mức phạt hiện tại là không phải 5% mỗi ngày trễ hạn. Thời hạn hợp đồng là 12 tháng, có thể ra hạn thêm 6 tháng, tìm li go của chúng tôi sẽ xem lại bản dự thảo trước khi kỳ chính thức.","Payment terms trong hợp đồng đang ghi là 30% trước, 70% sau khi nghiệm thu. Chúng tôi muốn điều chỉnh thành 3 đợt thanh toán thay vì 2 đợt. Về điều khoản phạt vi phạm, mức phạt hiện tại là 0.5% mỗi ngày trễ hạn. Thời hạn hợp đồng là 12 tháng, có thể gia hạn thêm 6 tháng. Team legal của chúng tôi sẽ xem lại bản dự thảo trước khi ký chính thức."
base,06,office,level_light,0.68,98.2,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for five years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for 5 years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.
base,07,office,level_light,0.946,72.5,Hệ thống của chúng tôi hiện tại support tích hợp qua API Res và Webhawk. Thời gian phản hồi chung binh là dưới 200 mA. Dữ liệu được mạ hóa theo chuẩn AES 256 hình liều chữ và chuyên tài. Hệ thống có khả năng scale để hendon tới 10.000 Request mỗi dây. Chúng tôi cũng cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24.7.,Hệ thống của chúng tôi hiện tại support tích hợp qua API REST và webhook. Thời gian phản hồi trung bình là dưới 200 mili giây. Dữ liệu được mã hóa theo chuẩn AES-256 khi lưu trữ và truyền tải. Hệ thống có khả năng scale để handle tới 10 nghìn request mỗi giây. Chúng tôi cung cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24/7.
base,08,office,level_light,0.706,90.4,"How does your platform handle data backup and disaster recovery? We perform automatic backups every six hours with a 99.9% uptime guarantee. Is the system compatible with? Um, on premise deployment for sensitive data? Yes, we offer both cloud and on premise deployment options. What is the estimated onboarding time for a new client?","How does your platform handle data backup and disaster recovery? We perform automatic backups every 6 hours with a 99.9% uptime guarantee. Is the system compatible with, um, on-premise deployment for sensitive data? Yes, we offer both cloud and on-premise deployment options. What is the estimated onboarding time for a new client?"
base,09,office,level_light,1.054,85.9,"Đơn hàng là này gồm 500 sản phẩm. Cần dào trước ngày 15 tháng 8, thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đạt hàng gấp, a không, nếu là đơn ơ dần, chúng tôi có thể giúp ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần, chúng tôi sẽ gửi mã chắc kinh đơn hàng ngày sau khi xuất khó.","Đơn hàng lần này gồm 500 sản phẩm, cần giao trước ngày 15 tháng 8. Thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp... à không, nếu là đơn urgent, chúng tôi có thể rút ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần. Chúng tôi sẽ gửi mã tracking đơn hàng ngay sau khi xuất kho."
base,10,office,level_light,0.723,100.0,"We need the shipment to arrive by September 1st. Actually, no, make it September 5th at the latest that timeline is tight. But we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours.","We need the shipment to arrive by September 1st... actually, no, make it September 5th at the latest. That timeline is tight, but we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours."
base,01,office,level_medium,1.396,86.7,"Xin chào, tôi làm minh, đại diện cho công ty tích việc solution. Chúng tôi chuyên cùng cấp dài pháp phần mềm cho ngành logistics. Công ty được thành lập 520108. Huyện có hơn 120 nhân viên, doanh thu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiếm đối tác chiến lược ở khu vực đông Nam Á. Zất mong được hợp tác lâu dài với quý công ty.","Xin chào, tôi là Minh, đại diện cho công ty TechViet Solutions. Chúng tôi chuyên cung cấp giải pháp phần mềm cho ngành logistics. Công ty được thành lập năm 2018, hiện có hơn 120 nhân viên. Doanh thu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiếm đối tác chiến lược ở khu vực Đông Nam Á. Rất mong được hợp tác lâu dài với quý công ty."
base,02,office,level_medium,1.109,95.5,"Good morning. My name is Awh Sarah. I represent Aurora Tech Singapore. We provide iPowered supply chain platforms for enterprise clients. We currently serve over 40 clients across six countries in the region. Last quarter, our platform processed. You know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today.","Good morning, my name is... ah, Sarah, I represent Aurora Tech Singapore. We provide AI-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across 6 countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today."
base,03,office,level_medium,1.31,70.5,"Chúng tôi đã review bảo giá của Quý công ty, mức giá hơi tào xò với bát xít bàn đầu. Ninh xách của chúng tôi cho project này là khoảng 200.000 USD. Nếu ký hợp đồng 2 năm, Quý vị có thể opt for giảm giá 10% được hơn. Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các ác sần item vào quốc hợp bên sau hôm.","Chúng tôi đã review báo giá của quý công ty, mức giá hơi cao so với budget ban đầu. Ngân sách của chúng tôi cho project này là khoảng 200 nghìn đô la Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể offer giảm giá 10% được không? Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các action items vào cuộc họp tuần sau không?"
base,04,office,level_medium,0.738,100.0,"We would like to discuss the pricing for the next quarter. Our current offer is, let me check, 15% lower than the market average. However, we can only guarantee this rate for orders above. Sorry, above 500 units, can we schedule a follow-up meeting next Monday at 9 AM? I'll send the revised proposal by email this afternoon.","We would like to discuss the pricing for the next quarter. Our current offer is... let me check... 15% lower than the market average. However, we can only guarantee this rate for orders above... sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9 AM? I'll send the revised proposal by email this afternoon."
base,05,office,level_medium,0.987,78.7,"Bây giờ mình tâm trong hợp đồng đang ghi là 30% trước. 70% sau khi nghiệm thú, chúng tôi muốn điều trình thành 3 đợt thành toán thay vì 2 đợt. Về điều khoản phạt vi phạm, mức phạt hiện tại là không phải 5% mỗi ngày chế hạn. Thời hạn hợp đồng là 12 tháng, có thể ra hạn thêm 6 tháng, tim lý gồ của chúng tôi sẽ xem lại bản dự thảo trước khi kỳ chính thức.","Payment terms trong hợp đồng đang ghi là 30% trước, 70% sau khi nghiệm thu. Chúng tôi muốn điều chỉnh thành 3 đợt thanh toán thay vì 2 đợt. Về điều khoản phạt vi phạm, mức phạt hiện tại là 0.5% mỗi ngày trễ hạn. Thời hạn hợp đồng là 12 tháng, có thể gia hạn thêm 6 tháng. Team legal của chúng tôi sẽ xem lại bản dự thảo trước khi ký chính thức."
base,06,office,level_medium,0.683,98.2,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for five years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for 5 years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.
base,07,office,level_medium,0.952,72.5,Hệ thống của chúng tôi hiện tại support tích hợp qua API Res và Webhawk. Thời gian phản hồi chung binh là dưới 200 mA. Dữ liệu được mạ hóa theo chuẩn AES 2506 kí liều chữ và chuyên tài. Hệ thống có khả năng scale để hendon tới 10.000 Request mỗi dây. Chúng tôi cùng cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24.7.,Hệ thống của chúng tôi hiện tại support tích hợp qua API REST và webhook. Thời gian phản hồi trung bình là dưới 200 mili giây. Dữ liệu được mã hóa theo chuẩn AES-256 khi lưu trữ và truyền tải. Hệ thống có khả năng scale để handle tới 10 nghìn request mỗi giây. Chúng tôi cung cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24/7.
base,08,office,level_medium,0.703,90.4,"How does your platform handle data backup and disaster recovery? We perform automatic backups every six hours with a 99.9% uptime guarantee. Is the system compatible with? Um, on premise deployment for sensitive data? Yes, we offer both cloud and on premise deployment options. What is the estimated onboarding time for a new client?","How does your platform handle data backup and disaster recovery? We perform automatic backups every 6 hours with a 99.9% uptime guarantee. Is the system compatible with, um, on-premise deployment for sensitive data? Yes, we offer both cloud and on-premise deployment options. What is the estimated onboarding time for a new client?"
base,09,office,level_medium,1.04,87.2,"Đơn hàng là này gồm 500 sản phẩm. Cần dau trước ngày 15 tháng 8, thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp, ah không, nếu là đơn ơ dần, chúng tôi có thể dút ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần. Chúng tôi sẽ gửi mã chắc kinh đơn hàng ngày sau khi xuất khó.","Đơn hàng lần này gồm 500 sản phẩm, cần giao trước ngày 15 tháng 8. Thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp... à không, nếu là đơn urgent, chúng tôi có thể rút ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần. Chúng tôi sẽ gửi mã tracking đơn hàng ngay sau khi xuất kho."
base,10,office,level_medium,0.715,100.0,"We need the shipment to arrive by September 1st. Actually, no, make it September 5th at the latest that timeline is tight. But we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours.","We need the shipment to arrive by September 1st... actually, no, make it September 5th at the latest. That timeline is tight, but we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours."
base,01,street,level_heavy,1.332,81.3,"Xin chào, tôi làm minh, đại diện cho công ty tích việc solution, chúng tôi chuyên cung cấp dài pháp phần mềm cho ngày logistics. Công ty được thành lập 5208. Giận có hơn 120 nhân viên, doanh cư năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiểm đối tác chiến lược và phục vực đông Nam Á. Zất mong được hợp tác lâu dài với quý công ty.","Xin chào, tôi là Minh, đại diện cho công ty TechViet Solutions. Chúng tôi chuyên cung cấp giải pháp phần mềm cho ngành logistics. Công ty được thành lập năm 2018, hiện có hơn 120 nhân viên. Doanh thu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiếm đối tác chiến lược ở khu vực Đông Nam Á. Rất mong được hợp tác lâu dài với quý công ty."
base,02,street,level_heavy,1.106,95.5,"Good morning. My name is Ah Sarah. I represent Aurora Tech Singapore. We provide iPowered supply chain platforms for enterprise clients. We currently serve over 40 clients across six countries in the region. Last quarter, our platform processed. You know, more than two million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today.","Good morning, my name is... ah, Sarah, I represent Aurora Tech Singapore. We provide AI-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across 6 countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today."
base,03,street,level_heavy,1.327,71.8,"Chúng tôi đã review bảo giá của quý công ty, mức giá hơi cao so với bắt xíp bàn đầu. Ngân sách của chúng tôi cho plo xích này là khoảng 200.000 USD. Nếu ký hợp đồng 2 năm, vý vị có thể hoặc vừa dảm giá 10% được hơn. Chúng tôi cũng cần thời gian bảo hành tối thiệu 18 tháng. Vậy chúng ta có thể chốt lại các ác dần item vào cuộc họp bên sau hơn.","Chúng tôi đã review báo giá của quý công ty, mức giá hơi cao so với budget ban đầu. Ngân sách của chúng tôi cho project này là khoảng 200 nghìn đô la Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể offer giảm giá 10% được không? Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các action items vào cuộc họp tuần sau không?"
base,04,street,level_heavy,0.725,96.6,"We would like to discuss the pricing for the next quarter. Our current offer is, let me check, 15% lower than the market average. However, we can only guarantee this rate for orders above. Sorry, above 500 units, can we schedule a follow-up meeting next Monday at 9am? I'll send the revised proposal by email this afternoon.","We would like to discuss the pricing for the next quarter. Our current offer is... let me check... 15% lower than the market average. However, we can only guarantee this rate for orders above... sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9 AM? I'll send the revised proposal by email this afternoon."
base,05,street,level_heavy,1.013,73.3,"Phê mình tâm trong hợp đồng đang ghi là 30% trước. 70% sau khi nghiệp vũ. Chúng tôi muốn điều trình 3 đợt thành toán hay vì 2 đợt. Về điều khoản phạt ý phạm, nước phạt hiện tại là không phải 5% mỗi ngày chế hạn. Thời hạn hợp đồng là 12 tháng. Có thể ra hạn thêm 6 tháng, tim lý gồ của chúng tôi sẽ xem lại bản dự thảo trước khi kỳ chính thức.","Payment terms trong hợp đồng đang ghi là 30% trước, 70% sau khi nghiệm thu. Chúng tôi muốn điều chỉnh thành 3 đợt thanh toán thay vì 2 đợt. Về điều khoản phạt vi phạm, mức phạt hiện tại là 0.5% mỗi ngày trễ hạn. Thời hạn hợp đồng là 12 tháng, có thể gia hạn thêm 6 tháng. Team legal của chúng tôi sẽ xem lại bản dự thảo trước khi ký chính thức."
base,06,street,level_heavy,0.692,98.2,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for five years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for 5 years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.
base,07,street,level_heavy,0.982,58.0,Kệ thống của chúng tôi hiện tại Seportique Hợp qua API West và West Hoa. Thời gian phản hồi chung binh là giữ 200 mA. Dữ liệu được mạng hóa theo chuẩn AES 2506 kí liên chữ và chuyên tài. Kệ thống có khả năng scale để hendot tới 10.000 V-Quest mỗi dây. Chúng tôi cùng cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24 phần 7.,Hệ thống của chúng tôi hiện tại support tích hợp qua API REST và webhook. Thời gian phản hồi trung bình là dưới 200 mili giây. Dữ liệu được mã hóa theo chuẩn AES-256 khi lưu trữ và truyền tải. Hệ thống có khả năng scale để handle tới 10 nghìn request mỗi giây. Chúng tôi cung cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24/7.
base,08,street,level_heavy,0.731,88.5,How does your platform handle data backup and disaster recovery? We perform automatic backups every six hours with a 99.9% uptime guarantee. Is the system compatible with? Home. On premise deployment for sensitive data? Yes. We offer both cloud and on premise deployment options. What is the estimated onboarding time for a new client?,"How does your platform handle data backup and disaster recovery? We perform automatic backups every 6 hours with a 99.9% uptime guarantee. Is the system compatible with, um, on-premise deployment for sensitive data? Yes, we offer both cloud and on-premise deployment options. What is the estimated onboarding time for a new client?"
base,09,street,level_heavy,1.01,82.1,"Đơn hàng là này gồm 500 sản phẩm, cần dào trước ngày 15 tháng 8, thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp, ah không, nếu là đơn, thời gian, chúng tôi có thể dút ngắn xuống còn 10 ngày với phụ phí 5 phần chăm. Hàng sẽ được phận chuyển băng đường biển, dự kiến mất thêm 2 tuần, chúng tôi sẽ gửi mã chắc kinh đơn hàng ngày sau khi xuất khó.","Đơn hàng lần này gồm 500 sản phẩm, cần giao trước ngày 15 tháng 8. Thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp... à không, nếu là đơn urgent, chúng tôi có thể rút ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần. Chúng tôi sẽ gửi mã tracking đơn hàng ngay sau khi xuất kho."
base,10,street,level_heavy,0.729,100.0,"We need the shipment to arrive by September 1st. Actually, no, make it September 5th at the latest that timeline is tight. But we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours.","We need the shipment to arrive by September 1st... actually, no, make it September 5th at the latest. That timeline is tight, but we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours."
base,01,street,level_light,1.334,82.7,"Xin chào, tôi làm minh, đại diện cho công ty tích việc soluocen, chúng tôi chuyên cùng cấp dài pháp vần mềm cho ngành logistics. Công ty được thành lập 520108. Huyện có hơn 120 nhân viên, doanh thu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiểm đôi tác chiến lược ở khu vực đông Nam Á. Zất mong được hợp tác lâu dài với quý công ty.","Xin chào, tôi là Minh, đại diện cho công ty TechViet Solutions. Chúng tôi chuyên cung cấp giải pháp phần mềm cho ngành logistics. Công ty được thành lập năm 2018, hiện có hơn 120 nhân viên. Doanh thu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiếm đối tác chiến lược ở khu vực Đông Nam Á. Rất mong được hợp tác lâu dài với quý công ty."
base,02,street,level_light,1.224,95.5,"Good morning. My name is AAH, Sarah. I represent Aurora Tech Singapore. We provide iPowered supply chain platforms for enterprise clients. We currently serve over 40 clients across six countries in the region. Last quarter, our platform processed. You know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today.","Good morning, my name is... ah, Sarah, I represent Aurora Tech Singapore. We provide AI-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across 6 countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today."
base,03,street,level_light,1.443,73.1,"Chúng tôi đã review bảo giá của quý công ty, mức giá hơi cao so với bắt xít bàn đầu. Ngân sách của chúng tôi cho proxích này là khoảng 200.000 do lạ Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể opt vừa dảm giá 10% được hơn. Chúng tôi cũng cần thời gian bảo hành tối thiệu 18 tháng. Vậy chúng ta có thể chốt lại các ác dần item vào quốc hợp bình sau hơn.","Chúng tôi đã review báo giá của quý công ty, mức giá hơi cao so với budget ban đầu. Ngân sách của chúng tôi cho project này là khoảng 200 nghìn đô la Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể offer giảm giá 10% được không? Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các action items vào cuộc họp tuần sau không?"
base,04,street,level_light,0.741,96.6,"We would like to discuss the pricing for the next quarter. Our current offer is, let me check, 15% lower than the market average. However, we can only guarantee this rate for orders above. Sorry, above 500 units, can we schedule a follow-up meeting next Monday at 9am? I'll send the revised proposal by email this afternoon.","We would like to discuss the pricing for the next quarter. Our current offer is... let me check... 15% lower than the market average. However, we can only guarantee this rate for orders above... sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9 AM? I'll send the revised proposal by email this afternoon."
